title,year,budget,revenue,roi,success,avg_sentiment,n_reviews,genres_list
My Name Is Bruce,2007.0,1500000.0,173066.0,0.11537733333333333,0,,,"['Comedy', 'Horror']"
Funny People,2009.0,75000000.0,61458982.0,0.8194530933333334,0,,,"['Comedy', 'Drama']"
Street Fighter: The Legend of Chun-Li,2009.0,50000000.0,12764201.0,0.25528402,0,,,"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
Away We Go,2009.0,17000000.0,14899417.0,0.876436294117647,0,,,"['Drama', 'Comedy', 'Romance']"
Il Divo,2008.0,7275000.0,11260366.0,1.5478166323024054,1,,,['Drama']
Paris,2008.0,19000000.0,23550000.0,1.2394736842105263,1,,,['Drama']
Friday the 13th,2009.0,19000000.0,91379051.0,4.809423736842105,1,,,['Horror']
Rock-A-Doodle,1991.0,18000000.0,11657385.0,0.6476325,0,,,"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']"
Dr. Horrible's Sing-Along Blog,2008.0,200000.0,3.0,1.5e-05,0,,,"['Adventure', 'Action', 'Comedy', 'Science Fiction', 'Music']"
"I Love You, Man",2009.0,41000000.0,91636986.0,2.23504843902439,1,,,['Comedy']
Duplicity,2009.0,78146652.0,60000000.0,0.7677872111526928,0,,,"['Romance', 'Comedy', 'Crime']"
Knowing,2009.0,50000000.0,155446362.0,3.10892724,1,,,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']"
Ong Bak 2,2008.0,8500000.0,8936663.0,1.0513721176470587,1,,,"['Adventure', 'Action', 'Thriller']"
The Girl with the Dragon Tattoo,2009.0,13000000.0,104345682.0,8.026590923076924,1,,,"['Drama', 'Thriller', 'Crime', 'Mystery']"
Sunshine Cleaning,2008.0,5000000.0,16174377.0,3.2348754,1,,,"['Comedy', 'Drama']"
Monsters vs Aliens,2009.0,175000000.0,381509870.0,2.1800564,1,,,"['Animation', 'Family', 'Adventure', 'Science Fiction']"
Nothing But the Truth,2008.0,11500000.0,186702.0,0.01623495652173913,0,,,"['Drama', 'Thriller']"
Adventureland,2009.0,9500000.0,17164377.0,1.8067765263157896,1,0.42159677419354835,217.0,['Comedy']
Confessions of a Shopaholic,2009.0,40000000.0,108332743.0,2.708318575,1,,,"['Comedy', 'Romance']"
Fast & Furious,2009.0,85000000.0,363164265.0,4.272520764705883,1,,,"['Action', 'Crime', 'Drama', 'Thriller']"
The Boat That Rocked,2009.0,50000000.0,36348784.0,0.72697568,0,,,"['Drama', 'Comedy']"
17 Again,2009.0,20000000.0,136267476.0,6.8133738,1,,,['Comedy']
Inglourious Basterds,2009.0,70000000.0,319131050.0,4.559015,1,,,"['Drama', 'Action', 'Thriller', 'War']"
State of Play,2009.0,60000000.0,87784194.0,1.4630699,1,,,['Action']
Crank: High Voltage,2009.0,20000000.0,34560577.0,1.72802885,1,,,"['Action', 'Thriller', 'Crime']"
Moon,2009.0,5000000.0,9760104.0,1.9520208,1,,,"['Science Fiction', 'Drama']"
The Young Victoria,2009.0,35000000.0,27409889.0,0.7831396857142857,0,,,['Drama']
The Informers,2008.0,18000000.0,382174.0,0.02123188888888889,0,,,['Drama']
X-Men Origins: Wolverine,2009.0,150000000.0,373062864.0,2.48708576,1,,,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
The Girlfriend Experience,2009.0,1700000.0,1007962.0,0.5929188235294117,0,,,"['Comedy', 'Drama']"
Star Trek,2009.0,150000000.0,385680446.0,2.5712029733333335,1,,,"['Science Fiction', 'Action', 'Adventure']"
Red Cliff Part II,2009.0,80000000.0,121059225.0,1.5132403125,1,,,"['War', 'Action', 'Drama', 'History', 'Thriller']"
S. Darko,2009.0,4000000.0,4100000.0,1.025,1,,,"['Thriller', 'Crime', 'Science Fiction', 'Mystery']"
Earth,2007.0,15000000.0,109000000.0,7.266666666666667,1,,,['Documentary']
Crossing Over,2009.0,25000000.0,1037335.0,0.0414934,0,,,"['Crime', 'Drama']"
Angels & Demons,2009.0,150000000.0,356613439.0,2.3774229266666667,1,,,"['Thriller', 'Mystery']"
Terminator Salvation,2009.0,200000000.0,371353001.0,1.856765005,1,,,"['Action', 'Science Fiction', 'Thriller']"
Night at the Museum: Battle of the Smithsonian,2009.0,150000000.0,413106170.0,2.7540411333333332,1,,,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']"
The Brothers Bloom,2008.0,20000000.0,5530764.0,0.2765382,0,,,"['Adventure', 'Comedy', 'Drama', 'Romance']"
The Soloist,2009.0,60000000.0,31720158.0,0.5286693,0,,,['Drama']
The Last House on the Left,2009.0,15000000.0,32721635.0,2.1814423333333335,1,,,"['Crime', 'Thriller', 'Horror', 'Drama']"
Drag Me to Hell,2009.0,30000000.0,90810892.0,3.0270297333333334,1,,,"['Horror', 'Thriller']"
Up,2009.0,175000000.0,735099082.0,4.200566182857143,1,,,"['Animation', 'Comedy', 'Family', 'Adventure']"
Fired Up!,2009.0,20000000.0,18599102.0,0.9299551,0,,,['Comedy']
The Hangover,2009.0,35000000.0,459270619.0,13.122017685714285,1,,,['Comedy']
Antichrist,2009.0,11000000.0,791867.0,0.07198790909090909,0,,,"['Drama', 'Horror', 'Thriller']"
Billu,2009.0,5750000.0,10000000.0,1.7391304347826086,1,,,"['Comedy', 'Drama']"
Special,2006.0,1000000.0,7202.0,0.007202,0,,,"['Drama', 'Fantasy', 'Science Fiction']"
New in Town,2009.0,8000000.0,29010817.0,3.626352125,1,,,['Comedy']
Dead Snow,2009.0,800000.0,1984662.0,2.4808275,1,,,"['Horror', 'Comedy']"
Land of the Lost,2009.0,100000000.0,68688831.0,0.68688831,0,,,"['Adventure', 'Comedy', 'Science Fiction']"
The Taking of Pelham 1 2 3,2009.0,100000000.0,150166126.0,1.50166126,1,,,"['Thriller', 'Drama', 'Crime']"
The Proposal,2009.0,40000000.0,317375031.0,7.934375775,1,,,"['Comedy', 'Romance', 'Drama']"
Year One,2009.0,60000000.0,62357900.0,1.0392983333333334,1,,,"['Comedy', 'Adventure']"
The Hurt Locker,2008.0,15000000.0,42000000.0,2.8,1,,,"['Drama', 'Thriller', 'War']"
Transformers: Revenge of the Fallen,2009.0,150000000.0,836297228.0,5.575314853333333,1,,,"['Science Fiction', 'Action', 'Adventure']"
Whatever Works,2009.0,15000000.0,35097815.0,2.3398543333333333,1,,,"['Comedy', 'Romance']"
Public Enemies,2009.0,80000000.0,214104620.0,2.67630775,1,,,"['History', 'Crime', 'Drama']"
Ice Age: Dawn of the Dinosaurs,2009.0,90000000.0,886686817.0,9.852075744444445,1,,,"['Animation', 'Comedy', 'Family', 'Adventure']"
Night Of The Living Dead 3D,2007.0,3000000.0,1449945.0,0.483315,0,,,['Horror']
My Sister's Keeper,2009.0,30000000.0,95714875.0,3.1904958333333333,1,,,['Drama']
Hood of Horror,2006.0,5000000.0,25900.0,0.00518,0,,,"['Action', 'Comedy', 'Drama', 'Horror']"
Kandukondain Kandukondain,2000.0,500000.0,500000.0,1.0,1,,,"['Drama', 'Romance', 'Foreign']"
(500) Days of Summer,2009.0,7500000.0,60722734.0,8.096364533333333,1,,,"['Comedy', 'Drama', 'Romance']"
The Inhabited Island,2008.0,36500000.0,21834845.0,0.5982149315068493,0,,,"['Action', 'Fantasy', 'Science Fiction', 'Thriller']"
Harry Potter and the Half-Blood Prince,2009.0,250000000.0,933959197.0,3.735836788,1,,,"['Adventure', 'Fantasy', 'Family']"
The Imaginarium of Doctor Parnassus,2009.0,30000000.0,64352607.0,2.1450869,1,,,"['Adventure', 'Fantasy', 'Mystery']"
Cheri,2009.0,23000000.0,9366227.0,0.40722726086956523,0,0.2422449275362319,138.0,"['Drama', 'Comedy', 'Romance']"
Orphan,2009.0,20000000.0,41596251.0,2.07981255,1,,,"['Horror', 'Thriller', 'Mystery']"
The Ugly Truth,2009.0,38000000.0,205298907.0,5.402602815789474,1,,,"['Comedy', 'Romance']"
The Collector,2009.0,3400000.0,114000000.0,33.529411764705884,1,,,"['Horror', 'Thriller']"
A Perfect Getaway,2009.0,14000000.0,22852638.0,1.6323312857142858,1,,,"['Thriller', 'Mystery', 'Adventure']"
Aliens in the Attic,2009.0,45000000.0,57881056.0,1.286245688888889,1,,,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']"
District 9,2009.0,30000000.0,210819611.0,7.027320366666666,1,,,['Science Fiction']
Julie & Julia,2009.0,40000000.0,129540499.0,3.238512475,1,,,"['Romance', 'Drama']"
Obsessed,2009.0,20000000.0,73830340.0,3.691517,1,,,"['Drama', 'Thriller']"
Race to Witch Mountain,2009.0,50000000.0,106303988.0,2.12607976,1,,,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']"
Hannah Montana: The Movie,2009.0,35000000.0,155545279.0,4.444150828571429,1,,,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']"
G.I. Joe: The Rise of Cobra,2009.0,175000000.0,302469017.0,1.7283943828571429,1,,,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
12 Rounds,2009.0,20000000.0,17280326.0,0.8640163,0,,,"['Action', 'Adventure', 'Drama', 'Thriller']"
"Silent Night, Deadly Night II",1987.0,250000.0,154323.0,0.617292,0,,,"['Comedy', 'Horror']"
The Time Traveler's Wife,2009.0,39000000.0,101229792.0,2.595635692307692,1,,,"['Drama', 'Romance', 'Fantasy']"
Bandslam,2009.0,20000000.0,5210988.0,0.2605494,0,0.36358155339805825,103.0,"['Comedy', 'Drama', 'Family', 'Music']"
"I Love You, Beth Cooper",2009.0,18000000.0,15345201.0,0.8525111666666667,0,,,"['Comedy', 'Romance']"
Paper Heart,2009.0,1000000.0,1296971.0,1.296971,1,,,"['Comedy', 'Drama', 'Romance']"
G-Force,2009.0,150000000.0,292817841.0,1.95211894,1,,,"['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']"
Christopher Columbus: The Discovery,1992.0,40000000.0,8251071.0,0.206276775,0,,,['Action']
Tetro,2009.0,15000000.0,113221.0,0.007548066666666666,0,,,"['Drama', 'Mystery']"
Bronson,2008.0,230000.0,2260712.0,9.829182608695652,1,0.051202439024390256,82.0,"['Drama', 'Action', 'Crime']"
The Secret of Moonacre,2008.0,12000000.0,7070330.0,0.5891941666666667,0,,,"['Adventure', 'Fantasy', 'Drama', 'Science Fiction', 'Romance', 'Family']"
Post Grad,2009.0,15000000.0,6405245.0,0.42701633333333333,0,,,['Comedy']
My Life in Ruins,2009.0,17000000.0,20455276.0,1.2032515294117647,1,,,"['Comedy', 'Romance']"
Halloween II,2009.0,15000000.0,39421467.0,2.6280978,1,,,['Horror']
Videocracy,2009.0,700000.0,1179676.0,1.6852514285714286,1,,,"['Documentary', 'Foreign']"
The Secret in Their Eyes,2009.0,2000000.0,33965843.0,16.9829215,1,,,"['Crime', 'Drama', 'Mystery', 'Romance']"
9,2009.0,30000000.0,48428063.0,1.6142687666666666,1,,,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']"
Pandorum,2009.0,33000000.0,20645327.0,0.6256159696969696,0,,,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']"
The Men Who Stare at Goats,2009.0,24000000.0,68729358.0,2.86372325,1,,,"['Comedy', 'War']"
Jennifer's Body,2009.0,16000000.0,31556061.0,1.9722538125,1,,,"['Comedy', 'Horror']"
The Informant!,2009.0,22000000.0,35424826.0,1.6102193636363635,1,,,"['Drama', 'Comedy', 'Crime']"
Extract,2009.0,8000000.0,10848783.0,1.356097875,1,,,['Comedy']
The Final Destination,2009.0,40000000.0,186167139.0,4.654178475,1,,,"['Horror', 'Mystery']"
Gamer,2009.0,50000000.0,40828540.0,0.8165708,0,,,"['Action', 'Thriller', 'Science Fiction']"
Cloudy with a Chance of Meatballs,2009.0,100000000.0,242988466.0,2.42988466,1,,,"['Animation', 'Comedy', 'Family']"
Battle for Terra,2007.0,4000000.0,6101046.0,1.5252615,1,,,"['Action', 'Adventure', 'Animation', 'Science Fiction']"
Love Happens,2009.0,18000000.0,36133014.0,2.0073896666666666,1,,,"['Drama', 'Romance']"
Bright Star,2009.0,8500000.0,4440055.0,0.5223594117647059,0,,,"['Drama', 'Romance']"
Paranormal Activity,2007.0,15000.0,193355800.0,12890.386666666667,1,,,"['Horror', 'Mystery']"
World's Greatest Dad,2009.0,10000000.0,295750.0,0.029575,0,,,"['Comedy', 'Romance']"
Capitalism: A Love Story,2009.0,20000000.0,17436509.0,0.87182545,0,,,['Documentary']
Wanted,2009.0,75.0,134.0,1.7866666666666666,1,,,"['Action', 'Comedy', 'Crime', 'Thriller']"
A Serious Man,2009.0,7000000.0,31430334.0,4.490047714285715,1,,,"['Comedy', 'Drama']"
City Island,2009.0,6000000.0,6670712.0,1.1117853333333334,1,,,"['Drama', 'Comedy']"
Whip It,2009.0,15000000.0,16633035.0,1.108869,1,,,['Drama']
The Invention of Lying,2009.0,18500000.0,31912793.0,1.7250158378378377,1,,,"['Comedy', 'Romance', 'Fantasy']"
Surrogates,2009.0,80000000.0,122444772.0,1.53055965,1,,,"['Action', 'Science Fiction', 'Thriller']"
Zombieland,2009.0,23600000.0,102391382.0,4.338617881355932,1,,,"['Comedy', 'Horror']"
Assassination of a High School President,2008.0,11500000.0,69564.0,0.00604904347826087,0,,,"['Comedy', 'Crime', 'Mystery', 'Thriller']"
Sorority Row,2009.0,12500000.0,27206120.0,2.1764896,1,,,"['Horror', 'Mystery', 'Thriller']"
Whiteout,2009.0,40000000.0,12206028.0,0.3051507,0,,,"['Action', 'Crime', 'Mystery', 'Thriller']"
An Education,2009.0,7500000.0,26096852.0,3.479580266666667,1,,,"['Drama', 'Romance']"
Couples Retreat,2009.0,70000000.0,171844840.0,2.4549262857142855,1,,,"['Comedy', 'Romance']"
All About Steve,2009.0,15000000.0,40105542.0,2.6737028,1,,,['Comedy']
Jab We Met,2007.0,2300000.0,4600000.0,2.0,1,,,"['Drama', 'Comedy', 'Romance']"
Where the Wild Things Are,2009.0,100000000.0,100086793.0,1.00086793,1,,,"['Family', 'Fantasy']"
Shorts,2009.0,40000000.0,28972508.0,0.7243127,0,,,"['Comedy', 'Family']"
"New York, I Love You",2008.0,14700000.0,8049666.0,0.5475963265306123,0,,,"['Comedy', 'Drama', 'Romance']"
Law Abiding Citizen,2009.0,53000000.0,126690726.0,2.3903910566037734,1,,,"['Drama', 'Crime', 'Thriller']"
Amelia,2009.0,40000000.0,19258519.0,0.481462975,0,,,['Adventure']
Mary and Max,2009.0,590235.0,1725381.0,2.9232102467661187,1,,,"['Animation', 'Comedy', 'Drama']"
Up in the Air,2009.0,25000000.0,163670000.0,6.5468,1,,,"['Drama', 'Romance']"
Saw VI,2009.0,11000000.0,68233629.0,6.203057181818182,1,,,"['Horror', 'Mystery']"
Cirque du Freak: The Vampire's Assistant,2009.0,40000000.0,28169671.0,0.704241775,0,,,"['Adventure', 'Fantasy', 'Action', 'Thriller']"
The Boondock Saints II: All Saints Day,2009.0,8000000.0,10629321.0,1.328665125,1,,,"['Action', 'Thriller', 'Crime']"
Black Dynamite,2009.0,2900000.0,296557.0,0.10226103448275863,0,,,"['Action', 'Comedy']"
Big Fan,2009.0,250000.0,232732.0,0.930928,0,,,"['Comedy', 'Drama']"
Welcome to Dongmakgol,2005.0,8.0,33579813.0,4197476.625,1,,,"['War', 'Comedy', 'Drama', 'History']"
Astro Boy,2009.0,65000000.0,44091067.0,0.6783241076923077,0,,,"['Animation', 'Action', 'Family', 'Science Fiction']"
Fantastic Mr. Fox,2009.0,40000000.0,46471023.0,1.161775575,1,,,"['Adventure', 'Animation', 'Comedy', 'Family']"
Top Dog,1995.0,6000000.0,5093707.0,0.8489511666666667,0,,,"['Action', 'Adventure', 'Comedy', 'Family', 'Thriller']"
The Pebble and the Penguin,1995.0,28000000.0,3983912.0,0.14228257142857142,0,,,"['Animation', 'Adventure', 'Family']"
A Christmas Carol,2009.0,200000000.0,325233863.0,1.626169315,1,,,"['Animation', 'Drama']"
Goemon,2009.0,9000000.0,16000000.0,1.7777777777777777,1,,,"['Action', 'Drama', 'Fantasy']"
2012,2009.0,200000000.0,769653595.0,3.848267975,1,0.040326229508196726,244.0,"['Action', 'Adventure', 'Science Fiction']"
The Box,2009.0,30000000.0,33333531.0,1.1111177,1,,,"['Thriller', 'Science Fiction']"
Sunday,1997.0,450.0,288.0,0.64,0,,,"['Drama', 'Romance']"
The Fourth Kind,2009.0,10000000.0,42333295.0,4.2333295,1,,,"['Mystery', 'Science Fiction', 'Thriller']"
Precious,2009.0,10000000.0,47536959.0,4.7536959,1,,,['Drama']
The Bad Lieutenant: Port of Call - New Orleans,2009.0,25000000.0,10589102.0,0.42356408,0,,,"['Drama', 'Crime']"
The Twilight Saga: New Moon,2009.0,50000000.0,709827462.0,14.19654924,1,,,"['Adventure', 'Fantasy', 'Drama', 'Romance']"
The Messenger,2009.0,6500000.0,1521261.0,0.23404015384615384,0,,,"['Drama', 'History']"
Ninja Assassin,2009.0,40000000.0,60462347.0,1.511558675,1,,,"['Action', 'Crime', 'Thriller']"
"Police, Adjective",2009.0,1089360.0,48298.0,0.044336123962693694,0,,,"['Drama', 'Foreign']"
Cell 211,2009.0,5700000.0,19300483.0,3.386049649122807,1,,,"['Action', 'Thriller', 'Drama']"
Brothers,2009.0,26000000.0,43318349.0,1.666090346153846,1,,,"['Drama', 'Thriller', 'War']"
Sleep Dealer,2008.0,2500000.0,107559.0,0.0430236,0,,,"['Drama', 'Science Fiction', 'Thriller']"
The Blind Side,2009.0,29000000.0,309208309.0,10.66235548275862,1,,,['Drama']
Old Dogs,2009.0,35000000.0,92219310.0,2.6348374285714287,1,,,"['Comedy', 'Family']"
Planet 51,2009.0,70000000.0,104945765.0,1.4992252142857143,1,,,"['Science Fiction', 'Animation', 'Family', 'Comedy', 'Adventure']"
Me and Orson Welles,2009.0,25000000.0,2336172.0,0.09344688,0,,,"['Comedy', 'Drama', 'Romance']"
Morphine,2008.0,3600000.0,766075.0,0.21279861111111112,0,,,"['History', 'Drama']"
The Lovely Bones,2009.0,65000000.0,93525586.0,1.4388551692307692,1,,,"['Fantasy', 'Drama']"
Invictus,2009.0,60000000.0,122233971.0,2.03723285,1,,,"['Drama', 'History']"
The Princess and the Frog,2009.0,105000000.0,267045765.0,2.543293,1,,,"['Romance', 'Family', 'Animation', 'Music']"
Armored,2009.0,20000000.0,22942221.0,1.14711105,1,0.18457636363636362,55.0,"['Action', 'Crime', 'Drama', 'Thriller']"
Invaders from Mars,1986.0,12000000.0,4884663.0,0.40705525,0,,,"['Mystery', 'Science Fiction', 'Horror']"
Did You Hear About the Morgans?,2009.0,58000000.0,85280250.0,1.4703491379310345,1,,,['Comedy']
Nasty Old People,2009.0,15000.0,5300.0,0.35333333333333333,0,,,['Drama']
Avatar,2009.0,237000000.0,2787965087.0,11.763565767932489,1,0.3289832807570978,317.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
Nine,2009.0,80000000.0,53825515.0,0.6728189375,0,,,"['Drama', 'Music', 'Romance']"
It's Complicated,2009.0,85000000.0,219103655.0,2.577690058823529,1,,,"['Comedy', 'Romance']"
Sherlock Holmes,2009.0,90000000.0,524028679.0,5.822540877777778,1,,,"['Action', 'Adventure', 'Crime', 'Mystery']"
Crazy Heart,2009.0,7000000.0,39462438.0,5.637491142857143,1,,,"['Drama', 'Music', 'Romance']"
Alvin and the Chipmunks: The Squeakquel,2009.0,75000000.0,443140005.0,5.9085334,1,,,"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']"
Guru,2007.0,4700000.0,31000000.0,6.595744680851064,1,,,['Drama']
Beyond a Reasonable Doubt,2009.0,25000000.0,4388563.0,0.17554252,0,,,"['Crime', 'Drama', 'Mystery']"
Pontypool,2009.0,1500000.0,32000.0,0.021333333333333333,0,,,"['Horror', 'Mystery', 'Science Fiction']"
The Matriarch,2007.0,1400000.0,435000.0,0.3107142857142857,0,,,"['Comedy', 'Drama']"
Daybreakers,2009.0,20000000.0,51416464.0,2.5708232,1,0.2048450980392157,153.0,"['Fantasy', 'Horror', 'Action', 'Thriller', 'Science Fiction']"
Hachi: A Dog's Tale,2009.0,16000000.0,47801389.0,2.9875868125,1,,,"['Drama', 'Family']"
Leap Year,2010.0,19000000.0,29922472.0,1.5748669473684211,1,,,"['Romance', 'Comedy']"
The Book of Eli,2010.0,80000000.0,157107755.0,1.9638469375,1,,,"['Action', 'Thriller', 'Science Fiction']"
The Girl Who Kicked the Hornet's Nest,2009.0,4000000.0,43498108.0,10.874527,1,,,"['Action', 'Thriller', 'Crime', 'Mystery']"
Horsemen,2009.0,20000000.0,1017401.0,0.05087005,0,,,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']"
Soul Kitchen,2009.0,5000000.0,17872796.0,3.5745592,1,,,"['Drama', 'Comedy']"
The House on Sorority Row,1983.0,425000.0,10604986.0,24.952908235294117,1,,,"['Horror', 'Mystery', 'Thriller']"
The Other Man,2008.0,15000000.0,1143856.0,0.07625706666666666,0,,,"['Drama', 'Thriller', 'Mystery', 'Romance']"
Asterix at the Olympic Games,2008.0,97250400.0,132900000.0,1.366575355988253,1,,,"['Fantasy', 'Adventure', 'Comedy', 'Family']"
3 Idiots,2009.0,9000000.0,70000000.0,7.777777777777778,1,,,"['Drama', 'Comedy', 'Romance']"
Legion,2010.0,26000000.0,67918658.0,2.6122560769230767,1,,,['Horror']
Beautiful,2009.0,1500000.0,56000.0,0.037333333333333336,0,,,"['Drama', 'Mystery', 'Thriller']"
Four Eyed Monsters,2005.0,250000.0,245000.0,0.98,0,,,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
Extraordinary Measures,2010.0,31000000.0,15134293.0,0.488203,0,,,['Drama']
The Red Baron,2008.0,18000000.0,40239.0,0.0022355,0,,,"['Action', 'Adventure', 'Drama', 'History', 'War']"
Edge of Darkness,2010.0,80000000.0,74901339.0,0.9362667375,0,,,"['Crime', 'Drama', 'Mystery', 'Thriller']"
I Love You Phillip Morris,2009.0,13000000.0,10652035.0,0.8193873076923077,0,,,"['Comedy', 'Drama', 'Romance']"
Fish Tank,2009.0,3000000.0,2357852.0,0.7859506666666667,0,,,['Drama']
The Wounds,1998.0,10000.0,150000.0,15.0,1,,,"['War', 'Drama', 'Comedy', 'Crime']"
Valentine's Day,2010.0,52000000.0,216485654.0,4.163185653846154,1,,,"['Comedy', 'Romance']"
Shutter Island,2010.0,80000000.0,294804195.0,3.6850524375,1,,,"['Drama', 'Thriller', 'Mystery']"
Ondine,2009.0,12000000.0,1644755.0,0.13706291666666667,0,,,"['Drama', 'Romance']"
Percy Jackson & the Olympians: The Lightning Thief,2010.0,95000000.0,226497209.0,2.384181147368421,1,,,"['Adventure', 'Fantasy', 'Family']"
Cop Out,2010.0,30000000.0,55583804.0,1.8527934666666668,1,,,"['Action', 'Comedy', 'Crime']"
The Ghost Writer,2010.0,45000000.0,60222298.0,1.3382732888888889,1,,,"['Thriller', 'Mystery']"
The Spy Next Door,2010.0,28000000.0,45236543.0,1.6155908214285715,1,,,"['Action', 'Comedy', 'Family']"
I Hope They Serve Beer in Hell,2009.0,7000000.0,1429299.0,0.20418557142857144,0,,,"['Comedy', 'Drama']"
Agora,2009.0,70000000.0,39041505.0,0.5577357857142857,0,0.1895326086956522,92.0,"['Adventure', 'Drama', 'History']"
Singh Is Kinng,2008.0,14000000.0,25000000.0,1.7857142857142858,1,,,"['Action', 'Comedy']"
District 13: Ultimatum,2009.0,15000000.0,8786375.0,0.5857583333333334,0,,,"['Action', 'Thriller', 'Crime']"
The Crazies,2010.0,20000000.0,54956140.0,2.747807,1,,,"['Mystery', 'Horror', 'Action']"
Dear John,2010.0,25000000.0,114977104.0,4.59908416,1,,,"['Drama', 'Romance', 'War']"
Tooth Fairy,2010.0,48000000.0,112462508.0,2.3429689166666665,1,,,"['Comedy', 'Family', 'Fantasy']"
[REC]²,2009.0,5600000.0,18469680.0,3.298157142857143,1,,,"['Thriller', 'Horror']"
My Name Is Khan,2010.0,12000000.0,42345360.0,3.52878,1,,,"['Drama', 'Romance']"
Alice in Wonderland,2010.0,200000000.0,1025491110.0,5.12745555,1,,,"['Family', 'Fantasy', 'Adventure']"
Green Zone,2010.0,100000000.0,94882889.0,0.94882889,0,,,"['War', 'Action', 'Adventure', 'Drama', 'Thriller']"
From Paris with Love,2010.0,52000000.0,52826594.0,1.0158960384615385,1,,,"['Action', 'Crime', 'Thriller']"
Brooklyn's Finest,2009.0,17000000.0,29536299.0,1.7374293529411764,1,,,"['Crime', 'Drama', 'Thriller']"
She's Out of My League,2010.0,20000000.0,49779728.0,2.4889864,1,,,"['Comedy', 'Romance']"
Harry Brown,2009.0,7300000.0,10329747.0,1.4150338356164383,1,,,"['Thriller', 'Crime', 'Drama', 'Action']"
Remember Me,2010.0,16000000.0,56032889.0,3.5020555625,1,,,"['Drama', 'Romance']"
Our Family Wedding,2010.0,14000000.0,21409028.0,1.5292162857142857,1,,,['Comedy']
The Bounty Hunter,2010.0,40000000.0,136000000.0,3.4,1,,,['Action']
Leaves of Grass,2009.0,9000000.0,985117.0,0.10945744444444444,0,,,"['Comedy', 'Crime', 'Drama', 'Thriller']"
Women in Trouble,2009.0,3000000.0,18097.0,0.006032333333333333,0,,,"['Comedy', 'Drama']"
The Card Player,2004.0,2600000.0,1479042.0,0.5688623076923077,0,,,"['Horror', 'Mystery', 'Thriller']"
Repo Men,2010.0,32000000.0,18409891.0,0.57530909375,0,,,"['Action', 'Science Fiction', 'Thriller', 'Crime']"
Case 39,2009.0,27000000.0,29000000.0,1.0740740740740742,1,,,"['Horror', 'Mystery', 'Thriller']"
Hot Tub Time Machine,2010.0,36000000.0,64572262.0,1.7936739444444445,1,,,"['Science Fiction', 'Comedy', 'Adventure']"
Chloe,2009.0,15000000.0,8459458.0,0.5639638666666666,0,,,"['Drama', 'Thriller', 'Mystery']"
Mother,2009.0,5000000.0,17112713.0,3.4225426,1,,,"['Crime', 'Drama', 'Mystery', 'Thriller']"
How to Train Your Dragon,2010.0,165000000.0,494878759.0,2.999265206060606,1,,,"['Fantasy', 'Adventure', 'Animation', 'Family']"
Universal Soldier: Regeneration,2009.0,14000000.0,875386.0,0.06252757142857143,0,,,"['Adventure', 'Action', 'Science Fiction', 'Thriller']"
Micmacs,2009.0,33000000.0,14000000.0,0.42424242424242425,0,,,"['Action', 'Comedy', 'Crime']"
Clash of the Titans,2010.0,125000000.0,232713139.0,1.861705112,1,,,"['Adventure', 'Fantasy', 'Action']"
Defendor,2009.0,3500000.0,44462.0,0.012703428571428572,0,0.2337826086956522,23.0,"['Drama', 'Action', 'Comedy', 'Crime']"
Kick-Ass,2010.0,28000000.0,96188903.0,3.4353179642857143,1,,,"['Action', 'Crime']"
Date Night,2010.0,55000000.0,152263880.0,2.768434181818182,1,,,['Comedy']
After.Life,2010.0,4500000.0,3606395.0,0.8014211111111111,0,,,"['Drama', 'Horror', 'Mystery', 'Thriller']"
The Runaways,2010.0,10000000.0,2995811.0,0.2995811,0,,,"['Drama', 'Music']"
Razorback,1984.0,5500000.0,801000.0,0.14563636363636365,0,,,['Horror']
Death at a Funeral,2010.0,21000000.0,49050886.0,2.3357564761904763,1,,,['Comedy']
Valhalla Rising,2009.0,5641880.0,30638.0,0.005430459350429289,0,,,"['Adventure', 'Drama', 'Action', 'Fantasy']"
Diary of a Wimpy Kid,2010.0,15000000.0,75700498.0,5.046699866666667,1,,,"['Comedy', 'Family']"
City of Life and Death,2009.0,12000000.0,10652498.0,0.8877081666666666,0,,,"['Drama', 'History', 'War']"
The Losers,2010.0,25000000.0,23580000.0,0.9432,0,,,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']"
